1,1000.000,0.000,100.000,1001;CODE 100,L
1629,20.000,5250.000,100.000,9141;CODE 914,L
1630,20.000,5400.000,100.000,9141;CODE 914,
1631,0.000,5250.000,100.000,9151;CODE 915,L
1632,0.000,5400.000,100.000,9151;CODE 915,
1633,1000.000,5600.000,100.000,9161;CODE 916,L
1634,1000.000,5750.000,100.000,9161;CODE 916,
1635,980.000,5600.000,100.000,9171;CODE 917,L
1636,980.000,5750.000,100.000,9171;CODE 917,
1637,960.000,5600.000,100.000,9181;CODE 918,L
1638,960.000,5750.000,100.000,9181;CODE 918,
1639,940.000,5600.000,100.000,9191;CODE 919,L
1640,940.000,5750.000,100.000,9191;CODE 919,
1641,920.000,5600.000,100.000,9201;CODE 920,L
1642,920.000,5750.000,100.000,9201;CODE 920,
1643,900.000,5600.000,100.000,9211;CODE 921,L
1644,900.000,5750.000,100.000,9211;CODE 921,
1645,880.000,5600.000,100.000,9221;CODE 922,L
1646,880.000,5750.000,100.000,9221;CODE 922,
1647,860.000,5600.000,100.000,9231;CODE 923,L
1648,860.000,5750.000,100.000,9231;CODE 923,
1649,840.000,5600.000,100.000,9241;CODE 924,L
1650,840.000,5750.000,100.000,9241;CODE 924,
1651,820.000,5600.000,100.000,9251;CODE 925,L
1652,820.000,5750.000,100.000,9251;CODE 925,
1653,800.000,5600.000,100.000,9261;CODE 926,L
1654,800.000,5750.000,100.000,9261;CODE 926,
1655,780.000,5600.000,100.000,9271;CODE 927,L
1656,780.000,5750.000,100.000,9271;CODE 927,
1657,760.000,5600.000,100.000,9281;CODE 928,L
1658,760.000,5750.000,100.000,9281;CODE 928,
1659,740.000,5600.000,100.000,9291;CODE 929,L
1660,740.000,5750.000,100.000,9291;CODE 929,
1661,720.000,5600.000,100.000,9301;CODE 930,L
1662,720.000,5750.000,100.000,9301;CODE 930,
1663,700.000,5600.000,100.000,9311;CODE 931,L
1664,700.000,5750.000,100.000,9311;CODE 931,
1665,680.000,5600.000,100.000,9321;CODE 932,L
1666,680.000,5750.000,100.000,9321;CODE 932,
1667,660.000,5600.000,100.000,9331;CODE 933,L
1668,660.000,5750.000,100.000,9331;CODE 933,
1669,640.000,5600.000,100.000,9341;CODE 934,L
1670,640.000,5750.000,100.000,9341;CODE 934,
1671,620.000,5600.000,100.000,9351;CODE 935,L
1672,620.000,5750.000,100.000,9351;CODE 935,
1673,600.000,5600.000,100.000,9361;CODE 936,L
1674,600.000,5750.000,100.000,9361;CODE 936,
1675,580.000,5600.000,100.000,9371;CODE 937,L
1676,580.000,5750.000,100.000,9371;CODE 937,
1677,560.000,5600.000,100.000,9381;CODE 938,L
1678,560.000,5750.000,100.000,9381;CODE 938,
1679,540.000,5600.000,100.000,9391;CODE 939,L
1680,540.000,5750.000,100.000,9391;CODE 939,
1681,520.000,5600.000,100.000,9401;CODE 940,L
1682,520.000,5750.000,100.000,9401;CODE 940,
1683,500.000,5600.000,100.000,9411;CODE 941,L
1684,500.000,5750.000,100.000,9411;CODE 941,
1685,480.000,5600.000,100.000,9421;CODE 942,L
1686,480.000,5750.000,100.000,9421;CODE 942,
1687,460.000,5600.000,100.000,9431;CODE 943,L
1688,460.000,5750.000,100.000,9431;CODE 943,
1689,440.000,5600.000,100.000,9441;CODE 944,L
1690,440.000,5750.000,100.000,9441;CODE 944,
1691,420.000,5600.000,100.000,9451;CODE 945,L
1692,420.000,5750.000,100.000,9451;CODE 945,
1693,400.000,5600.000,100.000,9461;CODE 946,L
1694,400.000,5750.000,100.000,9461;CODE 946,
1695,380.000,5600.000,100.000,9471;CODE 947,L
1696,380.000,5750.000,100.000,9471;CODE 947,
1697,360.000,5600.000,100.000,9481;CODE 948,L
1698,360.000,5750.000,100.000,9481;CODE 948,
1699,340.000,5600.000,100.000,9491;CODE 949,L
1700,340.000,5750.000,100.000,9491;CODE 949,
1701,320.000,5600.000,100.000,9501;CODE 950,L
1702,320.000,5750.000,100.000,9501;CODE 950,
1703,300.000,5600.000,100.000,9511;CODE 951,L
1704,300.000,5750.000,100.000,9511;CODE 951,
1705,280.000,5600.000,100.000,9521;CODE 952,L
1706,280.000,5750.000,100.000,9521;CODE 952,
1707,260.000,5600.000,100.000,9531;CODE 953,L
1708,260.000,5750.000,100.000,9531;CODE 953,
1709,240.000,5600.000,100.000,9541;CODE 954,L
1710,240.000,5750.000,100.000,9541;CODE 954,
1711,220.000,5600.000,100.000,9551;CODE 955,L
1712,220.000,5750.000,100.000,9551;CODE 955,
1713,200.000,5600.000,100.000,9561;CODE 956,L
1714,200.000,5750.000,100.000,9561;CODE 956,
1715,180.000,5600.000,100.000,9571;CODE 957,L
1716,180.000,5750.000,100.000,9571;CODE 957,
1717,160.000,5600.000,100.000,9581;CODE 958,L
1718,160.000,5750.000,100.000,9581;CODE 958,
1719,140.000,5600.000,100.000,9591;CODE 959,L
1720,140.000,5750.000,100.000,9591;CODE 959,
1721,120.000,5600.000,100.000,9601;CODE 960,L
1722,120.000,5750.000,100.000,9601;CODE 960,
1723,100.000,5600.000,100.000,9611;CODE 961,L
1724,100.000,5750.000,100.000,9611;CODE 961,
1725,80.000,5600.000,100.000,9621;CODE 962,L
1726,80.000,5750.000,100.000,9621;CODE 962,
1727,60.000,5600.000,100.000,9631;CODE 963,L
1728,60.000,5750.000,100.000,9631;CODE 963,
1729,40.000,5600.000,100.000,9641;CODE 964,L
1730,40.000,5750.000,100.000,9641;CODE 964,
1731,20.000,5600.000,100.000,9651;CODE 965,L
1732,20.000,5750.000,100.000,9651;CODE 965,
1733,0.000,5600.000,100.000,9661;CODE 966,L
1734,0.000,5750.000,100.000,9661;CODE 966,
1735,1000.000,5950.000,100.000,9671;CODE 967,L
1736,1000.000,6100.000,100.000,9671;CODE 967,
1737,980.000,5950.000,100.000,9681;CODE 968,L
1738,980.000,6100.000,100.000,9681;CODE 968,
1739,960.000,5950.000,100.000,9691;CODE 969,L
1740,960.000,6100.000,100.000,9691;CODE 969,
1741,940.000,5950.000,100.000,9701;CODE 970,L
1742,940.000,6100.000,100.000,9701;CODE 970,
1743,920.000,5950.000,100.000,9711;CODE 971,L
1744,920.000,6100.000,100.000,9711;CODE 971,
1745,900.000,5950.000,100.000,9721;CODE 972,L
1746,900.000,6100.000,100.000,9721;CODE 972,
1747,880.000,5950.000,100.000,9731;CODE 973,L
1748,880.000,6100.000,100.000,9731;CODE 973,
1749,860.000,5950.000,100.000,9741;CODE 974,L
1750,860.000,6100.000,100.000,9741;CODE 974,
1751,840.000,5950.000,100.000,9751;CODE 975,L
1752,840.000,6100.000,100.000,9751;CODE 975,
1753,820.000,5950.000,100.000,9761;CODE 976,L
1754,820.000,6100.000,100.000,9761;CODE 976,
1755,800.000,5950.000,100.000,9771;CODE 977,L
1756,800.000,6100.000,100.000,9771;CODE 977,
1757,780.000,5950.000,100.000,9781;CODE 978,L
1758,780.000,6100.000,100.000,9781;CODE 978,
1759,760.000,5950.000,100.000,9791;CODE 979,L
1760,760.000,6100.000,100.000,9791;CODE 979,
1761,740.000,5950.000,100.000,9801;CODE 980,L
1762,740.000,6100.000,100.000,9801;CODE 980,
1763,720.000,5950.000,100.000,9811;CODE 981,L
1764,720.000,6100.000,100.000,9811;CODE 981,
1765,700.000,5950.000,100.000,9821;CODE 982,L
1766,700.000,6100.000,100.000,9821;CODE 982,
1767,680.000,5950.000,100.000,9831;CODE 983,L
1768,680.000,6100.000,100.000,9831;CODE 983,
1769,660.000,5950.000,100.000,9841;CODE 984,L
1770,660.000,6100.000,100.000,9841;CODE 984,
1771,640.000,5950.000,100.000,9851;CODE 985,L
1772,640.000,6100.000,100.000,9851;CODE 985,
1773,620.000,5950.000,100.000,9861;CODE 986,L
1774,620.000,6100.000,100.000,9861;CODE 986,
1775,600.000,5950.000,100.000,9871;CODE 987,L
1776,600.000,6100.000,100.000,9871;CODE 987,
1777,580.000,5950.000,100.000,9881;CODE 988,L
1778,580.000,6100.000,100.000,9881;CODE 988,
1779,560.000,5950.000,100.000,9891;CODE 989,L
1780,560.000,6100.000,100.000,9891;CODE 989,
1781,540.000,5950.000,100.000,9901;CODE 990,L
1782,540.000,6100.000,100.000,9901;CODE 990,
1783,520.000,5950.000,100.000,9911;CODE 991,L
1784,520.000,6100.000,100.000,9911;CODE 991,
1785,500.000,5950.000,100.000,9921;CODE 992,L
1786,500.000,6100.000,100.000,9921;CODE 992,
1787,480.000,5950.000,100.000,9931;CODE 993,L
1788,480.000,6100.000,100.000,9931;CODE 993,
1789,460.000,5950.000,100.000,9941;CODE 994,L
1790,460.000,6100.000,100.000,9941;CODE 994,
1791,440.000,5950.000,100.000,9951;CODE 995,L
1792,440.000,6100.000,100.000,9951;CODE 995,
1793,420.000,5950.000,100.000,9961;CODE 996,L
1794,420.000,6100.000,100.000,9961;CODE 996,
1795,400.000,5950.000,100.000,9971;CODE 997,L
1796,400.000,6100.000,100.000,9971;CODE 997,
1797,380.000,5950.000,100.000,9981;CODE 998,L
1798,380.000,6100.000,100.000,9981;CODE 998,
1799,360.000,5950.000,100.000,9991;CODE 999,L
1800,360.000,6100.000,100.000,9991;CODE 999,
